,profile_name, subscriber , view , video ,country,category,since, last_subscriber_30 , last_view_30 , min_month_earnings , max_month_earnings , 2016_views , 2017_views , 2018_views , 2019_views , 2020_views , 2021_views , 2022_views , 2023_views , 2024_views , 2016_subscribers , 2017_subscribers , 2018_subscribers , 2019_subscribers , 2020_subscribers , 2021_subscribers , 2022_subscribers , 2023_subscribers , 2024_subscribers 
1489,مزيكا سودانية Mazika Sudaniah ," 109,000.00 "," 19,768,565.00 ", 328.00 ,Saudi Arabia (SA),Music,2012," 6,000.00 "," 2,863,323.00 "," 1,070.00 "," 6,440.00 ", -   , -   , -   , -   , -   , -   , -   ," 9,097,251.00 "," 10,671,314.00 ", -   , -   , -   , -   , -   , -   , -   ," 86,500.00 "," 22,500.00 "
1490,Loay Alshareef," 108,000.00 "," 4,298,376.00 ", 47.00 ,Saudi Arabia (SA),Education,2015, -   ," 6,318.00 ", 2.00 , 14.00 , -   ," 2,623,670.00 "," 1,519,965.00 "," 856,820.00 "," 442,975.00 "," 1,649,965.00 "," 208,285.00 "," 179,924.00 "," 116,702.00 ", -   ," 49,904.00 "," 27,073.00 "," 12,823.00 "," 7,100.00 "," 5,100.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "
1491,عائلة ملك," 108,000.00 "," 37,024.00 ", 3.00 ,Saudi Arabia (SA),Entertainment,2016, -   , -   , -   , -   , -   , -   ," 1,260,334.00 "," 1,234,223.00 "," 7,775.00 "," 2,588.00 ", 404.00 , 110.00 , 36.00 , -   , -   ," 109,237.00 "," 4,763.00 "," 1,000.00 "," 3,000.00 "," 1,000.00 "," 1,000.00 ", -   
1492,صوت ," 108,000.00 "," 5,472,878.00 ", 93.00 ,Saudi Arabia (SA),News & Politics,2013," 8,200.00 "," 1,073,416.00 ", 402.00 ," 2,420.00 ", -   , -   ," 3,938,836.00 "," 368,572.00 "," 4,304,616.00 "," 102,079.00 "," 21,680.00 "," 260,912.00 "," 5,085,415.00 ", -   , -   ," 26,171.00 "," 35,229.00 "," 8,500.00 "," 4,300.00 ", 700.00 ," 5,600.00 "," 37,500.00 "
1493,عبدالرحمن فرج," 108,000.00 "," 18,103,362.00 ", 647.00 ,Saudi Arabia (SA),Education,2016, -   ," 40,824.00 ", 15.00 , 91.00 , -   , -   , -   , -   , -   , -   , -   ," 17,659,146.00 "," 444,216.00 ", -   , -   , -   , -   , -   , -   , -   ," 106,000.00 "," 2,000.00 "
1494,Ameer Jawad," 107,000.00 "," 7,084,620.00 ", 206.00 ,Saudi Arabia (SA),Travel & Events,2015, -   ," 2,532.00 ", -   , 5.00 , -   , -   ," 1,258,413.00 "," 2,094,257.00 "," 3,556,781.00 "," 517,333.00 "," 599,011.00 "," 160,569.00 "," 96,278.00 ", -   , -   ," 27,213.00 "," 20,887.00 "," 53,900.00 "," 2,000.00 "," 2,000.00 ", -   ," 1,000.00 "
1495,Jalystv," 107,000.00 "," 3,745,442.00 ", 145.00 ,Saudi Arabia (SA),Comedy,2011, -   ," 9,035.00 ", 3.00 , 20.00 , -   , -   , -   , -   ," 47,516,722.00 "," 35,567,941.00 "," 1,645,957.00 "," 358,869.00 "," 10,208,165.00 ", -   , -   , -   , -   ," 103,000.00 "," 2,000.00 "," 2,000.00 ", -   , -   
1496,Lyrical لريكل," 107,000.00 "," 18,407,374.00 ", 47.00 ,Saudi Arabia (SA),Music,2011, -   , -   , -   , -   , -   ," 5,213,519.00 "," 3,171,030.00 "," 1,712,590.00 "," 1,518,633.00 "," 2,118,199.00 "," 1,806,457.00 "," 1,436,159.00 "," 1,430,787.00 ", -   ," 46,471.00 "," 27,705.00 "," 9,224.00 "," 8,400.00 "," 8,200.00 "," 3,000.00 "," 3,000.00 "," 1,000.00 "
1497,Khalid Abdulrahman خالد عبدالرحمن," 107,000.00 "," 29,988,933.00 ", 81.00 ,Saudi Arabia (SA),Music,2015," 1,000.00 "," 635,000.00 ", 238.00 ," 1,430.00 ", -   , -   , -   , -   , -   ," 14,351,557.00 "," 5,715,963.00 "," 5,056,320.00 "," 4,865,093.00 ", -   , -   , -   , -   , -   , -   ," 92,700.00 "," 4,500.00 "," 9,800.00 "
1498,طلال   Z Taichy," 107,000.00 "," 2,552,601.00 ", 64.00 ,Saudi Arabia (SA),Gaming,2012, -   , 687.00 , -   , 1.00 , -   ," 3,000,799.00 "," 627,775.00 "," 319,559.00 "," 281,164.00 "," 121,007.00 "," 4,430.00 "," 33,233.00 "," 1,835,366.00 ", -   ," 94,562.00 "," 6,544.00 "," 6,894.00 "," 2,000.00 "," 1,000.00 "," 1,000.00 ", -   ," 1,000.00 "
1499,رحلة رياضية," 107,000.00 "," 37,446,863.00 "," 1,625.00 ",Saudi Arabia (SA),Education,2011, -   ," 1,320.00 ", -   , 2.00 , -   , -   , -   ," 12,220,193.00 "," 7,886,234.00 "," 10,771,080.00 "," 4,471,054.00 "," 2,019,904.00 "," 78,398.00 ", -   , -   , -   ," 50,500.00 "," 25,000.00 "," 24,500.00 "," 6,000.00 "," 2,000.00 "," 1,000.00 "
1500,مجكو Magico," 106,395.00 "," 41,210,021.00 ", 602.00 ,Saudi Arabia (SA),Entertainment,2017, 585.00 ," 372,060.00 ", 139.00 , 837.00 , -   ," 6,174,393.00 "," 31,229,987.00 "," 3,805,641.00 ", -   , -   , -   , -   , -   , -   ," 17,413.00 "," 73,593.00 "," 15,389.00 ", -   , -   , -   , -   , -   
1501,أبو يوسف Abu Yousef," 106,000.00 ", -   , -   ,Saudi Arabia (SA),Entertainment,2015, -   , -   , -   , -   , -   ," 1,489,236.00 "," 418,159.00 "," 55,509.00 "," 1,126,586.00 ", -   , -   , -   , -   , -   ," 108,296.00 "," 3,484.00 "," 1,780.00 "," 3,000.00 "," 1,000.00 ", -   , -   , -   
1502,Hatim," 106,000.00 "," 10,032,132.00 ", 405.00 ,Saudi Arabia (SA),Gaming,2012, -   ," 1,058.00 ", -   , 2.00 , -   ," 3,497,005.00 "," 4,612,129.00 "," 925,277.00 "," 491,468.00 "," 289,144.00 "," 144,532.00 "," 48,162.00 "," 24,415.00 ", -   ," 53,329.00 "," 49,961.00 "," 3,710.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "
1503,Iizkr T," 106,000.00 ", -   , -   ,Saudi Arabia (SA),People & Blogs,2013, -   , -   , -   , -   , -   ," 4,708,986.00 "," 2,952,663.00 "," 2,778,539.00 "," 1,777,701.00 "," 2,634,665.00 "," 476,341.00 "," 13,973,581.00 "," 1,355,314.00 ", -   ," 59,666.00 "," 22,896.00 "," 9,838.00 "," 3,400.00 "," 8,200.00 "," 3,000.00 ", -   ," 1,000.00 "
1504,خدمتك اونلاين," 106,000.00 "," 15,528,079.00 ", 357.00 ,Saudi Arabia (SA),Science & Technology,2018, -   ," 101,811.00 ", 38.00 , 229.00 , -   , -   , -   , -   , -   , -   , -   ," 6,654,862.00 "," 8,873,217.00 ", -   , -   , -   , -   , -   , -   , -   ," 68,200.00 "," 37,800.00 "
1505,Waleed Itti," 106,000.00 "," 34,927,378.00 ", 836.00 ,Saudi Arabia (SA),Sports,2010, -   ," 16,956.00 ", 6.00 , 38.00 ," 26,925,874.00 "," 4,053,308.00 "," 4,697,644.00 "," 6,380,750.00 "," 11,218,234.00 "," 2,238,471.00 "," 851,308.00 "," 637,372.00 "," 360,885.00 "," 59,414.00 "," 7,854.00 "," 11,709.00 "," 17,923.00 "," 4,100.00 "," 2,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "
1506,Mosalsal Ailat Karadag   عائلة كاراداغ," 106,000.00 "," 48,599,919.00 "," 1,423.00 ",Saudi Arabia (SA),Entertainment,2019," 2,000.00 "," 713,615.00 ", 267.00 ," 1,610.00 ", -   , -   , -   , -   ," 17,476,531.00 "," 7,993,896.00 "," 5,100,039.00 "," 8,057,540.00 "," 9,971,913.00 ", -   , -   , -   , -   , -   , -   ," 64,800.00 "," 16,300.00 "," 24,900.00 "
1507,"لكي حواء"," 105,939.00 "," 20,700,009.00 ", 425.00 ,Saudi Arabia (SA),News & Politics,2013," 5,910.00 "," 5,259,285.00 "," 1,970.00 "," 11,800.00 "," 13,165,523.00 "," 7,534,486.00 ", -   , -   , -   , -   , -   , -   , -   ," 57,535.00 "," 48,404.00 ", -   , -   , -   , -   , -   , -   , -   
1508,برنامج شعمطة," 105,000.00 "," 7,442,512.00 ", 2.00 ,Saudi Arabia (SA),People & Blogs,2015, -   ," 3,037.00 ", 1.00 , 6.00 ," 1,827,696.00 "," 490,028.00 "," 1,927,014.00 "," 1,810,954.00 "," 753,366.00 "," 380,694.00 "," 82,199.00 "," 109,361.00 "," 61,200.00 "," 76,586.00 "," 4,798.00 "," 12,381.00 "," 8,235.00 "," 2,000.00 "," 1,000.00 ", -   , -   , -   
1509,عبدالعزيز C Rea Tiv E," 105,000.00 "," 237,154.00 ", 125.00 ,Saudi Arabia (SA),Gaming,2017, -   , 246.00 , -   , -   , -   , -   ," 45,554,827.00 "," 45,542,399.00 "," 11,693.00 "," 116,707.00 "," 8,179.00 "," 95,884.00 "," 15,649.00 ", -   , -   ," 92,057.00 "," 18,943.00 "," 9,000.00 "," 102,000.00 "," 106,000.00 "," 1,000.00 ", -   
1510,عالم المعلومات," 104,000.00 "," 10,898,630.00 ", 643.00 ,Saudi Arabia (SA),Entertainment,2014, -   ," 13,425.00 ", 5.00 , 30.00 , -   ," 21,760,905.00 "," 11,319,154.00 "," 17,130,027.00 "," 7,080,547.00 "," 1,299,489.00 "," 454,978.00 "," 155,005.00 "," 119,673.00 ", -   ," 59,132.00 "," 26,512.00 "," 12,156.00 "," 2,200.00 "," 4,000.00 ", -   , -   , -   
1511,Playlists," 104,000.00 "," 3,829.00 ", 1.00 ,Saudi Arabia (SA),Sports,2018, -   , 4.00 , -   , -   , -   , -   ," 1,797,493.00 "," 1,797,493.00 "," 3,526.00 "," 3,526.00 "," 3,721.00 ", 89.00 , 19.00 , -   , -   ," 52,496.00 "," 55,504.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 ", -   ," 1,000.00 "
1512,الباحثون المسلمون," 104,000.00 "," 7,155,986.00 ", 745.00 ,Saudi Arabia (SA),People & Blogs,2015," 1,000.00 "," 33,692.00 ", 12.00 , 75.00 , -   ," 1,391,286.00 "," 1,851,888.00 "," 1,682,850.00 "," 173,953.00 ", -   ," 1,324,619.00 "," 2,954,813.00 "," 425,815.00 ", -   ," 16,660.00 "," 21,587.00 "," 24,553.00 "," 2,900.00 ", -   ," 27,500.00 "," 5,500.00 "," 5,300.00 "
1513,Alx," 104,000.00 "," 4,793,102.00 ", 42.00 ,Saudi Arabia (SA),Gaming,2017, -   ," 85,332.00 ", 32.00 , 192.00 , -   , -   , -   , -   , -   , -   , -   ," 4,576,531.00 "," 216,571.00 ", -   , -   , -   , -   , -   , -   , -   ," 105,000.00 "," 1,000.00 "
1514,قناة راح خلي," 104,000.00 "," 88,259,681.00 "," 2,723.00 ",Saudi Arabia (SA),Sports,2006, -   ," 50,027.00 ", 18.00 , 112.00 , -   ," 70,827,862.00 "," 3,767,911.00 "," 3,721,390.00 "," 3,256,583.00 "," 3,088,518.00 "," 2,065,485.00 "," 781,411.00 "," 750,521.00 ", -   ," 93,469.00 "," 2,652.00 "," 3,279.00 "," 1,600.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 ", -   
1515,شبكة أبو نواف," 104,000.00 "," 93,196,965.00 "," 1,829.00 ",Saudi Arabia (SA),People & Blogs,2009, -   ," 37,864.00 ", 14.00 , 85.00 ," 35,626,419.00 "," 5,504,487.00 "," 3,183,549.00 "," 1,414,044.00 "," 1,878,863.00 "," 40,153,541.00 "," 5,781,942.00 "," 719,817.00 "," 1,065,697.00 "," 28,934.00 "," 6,685.00 "," 3,881.00 "," 1,900.00 "," 1,500.00 "," 54,300.00 "," 5,800.00 "," 1,000.00 ", -   
1516,عالم العجائب," 103,000.00 "," 1,937,339.00 ", 53.00 ,Saudi Arabia (SA),Comedy,2015, -   ," 33,756.00 ", 12.00 , 75.00 , -   ," 6,574,031.00 "," 6,537,153.00 "," 20,245.00 "," 50,669.00 "," 62,116.00 "," 261,983.00 "," 1,068,019.00 "," 437,429.00 ", -   ," 99,163.00 "," 4,126.00 "," 2,289.00 "," 1,000.00 ", -   , -   ," 2,000.00 "," 1,000.00 "
1517,Care," 103,000.00 "," 381,945.00 ", 73.00 ,Saudi Arabia (SA),general,2015, -   ," 21,133.00 ", 7.00 , 47.00 , -   , -   , -   , -   , -   , -   ," 144,467.00 "," 107,170.00 "," 130,308.00 ", -   , -   , -   , -   , -   , -   ," 104,000.00 "," 1,000.00 ", -   
1518,Diy “Insta & Snap” اصنعها بنفسك‎," 103,000.00 "," 2,069.00 ", 1.00 ,Saudi Arabia (SA),Comedy,2015, -   , 37.00 , -   , -   , -   , -   ," 19,002,492.00 "," 14,804,539.00 "," 4,197,608.00 ", 577.00 , 575.00 , 265.00 , 307.00 , -   , -   ," 88,023.00 "," 13,977.00 "," 6,000.00 "," 2,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "
1519,المخرج نواف سالم الشمري," 103,000.00 "," 49,957,479.00 ", 329.00 ,Saudi Arabia (SA),Entertainment,2009," 1,000.00 "," 198,788.00 ", 74.00 , 447.00 , -   , -   , -   ," 28,107,305.00 "," 5,221,384.00 "," 5,798,207.00 "," 4,331,203.00 "," 3,559,563.00 "," 2,939,817.00 ", -   , -   , -   ," 60,500.00 "," 15,600.00 "," 11,500.00 "," 5,900.00 "," 5,200.00 "," 4,300.00 "
1520,نقرشة ," 103,000.00 "," 10,376,696.00 ", 325.00 ,Saudi Arabia (SA),People & Blogs,2017, -   ," 72,606.00 ", 27.00 , 163.00 , -   , -   , -   , -   , -   , -   , -   ," 9,016,032.00 "," 1,360,664.00 ", -   , -   , -   , -   , -   , -   , -   ," 96,600.00 "," 6,400.00 "
1521,Jian," 102,000.00 ", -   , -   ,Saudi Arabia (SA),People & Blogs,2017, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 104,000.00 "," 1,000.00 "," 1,000.00 "
1522,Yara Show," 102,000.00 "," 519,963.00 ", 9.00 ,Saudi Arabia (SA),People & Blogs,2016, -   , 281.00 , -   , -   , -   ," 63,117,595.00 "," 63,113,207.00 "," 379,714.00 "," 4,446.00 "," 52,089.00 "," 55,355.00 "," 16,005.00 "," 7,966.00 ", -   ," 79,891.00 "," 13,219.00 "," 8,890.00 ", -   , -   , -   , -   , -   
1523,Arabsciences قناة علوم العرب الوثائقية حصريا," 102,000.00 "," 19,241,383.00 ", 779.00 ,Saudi Arabia (SA),Sports,2018," 1,000.00 "," 126,225.00 ", 47.00 , 284.00 , -   , -   ," 9,574,248.00 "," 4,469,406.00 "," 1,072,689.00 "," 408,245.00 "," 547,055.00 "," 2,058,372.00 "," 1,111,368.00 ", -   , -   ," 52,723.00 "," 52,723.00 ", -   , -   ," 89,100.00 "," 8,600.00 "," 4,300.00 "
1524,هوس Geeks," 102,000.00 "," 4,663,897.00 ", 236.00 ,Saudi Arabia (SA),Film & Animation,2013, -   ," 2,007.00 ", -   , 4.00 , -   , -   ," 2,871,990.00 "," 903,958.00 "," 368,376.00 "," 270,551.00 "," 165,170.00 "," 49,210.00 "," 34,642.00 ", -   , -   ," 93,834.00 "," 7,166.00 "," 1,000.00 "," 3,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "
1525,Yassine Touzani," 102,000.00 ", -   , -   ,Saudi Arabia (SA),Howto & Style,2013, -   , -   , -   , -   , -   , -   , -   , -   ," 28,672,967.00 "," 102,174.00 "," 52,077.00 "," 28,728,092.00 "," 99,126.00 ", -   , -   , -   , -   ," 103,000.00 ", -   ," 1,000.00 ", -   , -   
1526,Polonium 👑بولونيوم ♨️," 102,000.00 "," 73,269,652.00 ", 232.00 ,Saudi Arabia (SA),People & Blogs,2021," 2,000.00 "," 2,548,821.00 ", 955.00 ," 5,730.00 ", -   , -   , -   , -   , -   , -   , -   ," 64,704,961.00 "," 8,564,691.00 ", -   , -   , -   , -   , -   , -   , -   ," 95,300.00 "," 6,700.00 "
1527,The Gi Gã ," 102,000.00 ", -   , -   ,Saudi Arabia (SA),Gaming,2016, -   , -   , -   , -   , -   ," 11,027,897.00 "," 2,193,088.00 "," 384,658.00 "," 27,198.00 ", -   ," 13,632,841.00 ", -   , -   , -   ," 90,663.00 "," 90,663.00 "," 110,000.00 ", -   , -   ," 7,000.00 ", -   ," 1,000.00 "
1528,مع زيتونة," 101,000.00 "," 62,612,734.00 ", 686.00 ,Saudi Arabia (SA),Pets & Animals,2022, -   ," 442,673.00 ", 166.00 , 996.00 , -   , -   , -   , -   , -   , -   , -   , -   ," 62,612,734.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 101,000.00 "
1529,عاشق القهوة," 101,000.00 "," 10,931,539.00 ", 222.00 ,Saudi Arabia (SA),general,2013," 2,700.00 "," 346,226.00 ", 129.00 , 779.00 , -   , -   , -   , -   , -   , -   , -   ," 5,061,730.00 "," 5,869,809.00 ", -   , -   , -   , -   , -   , -   , -   ," 47,500.00 "," 53,500.00 "
1530,شاهد عالمك | رياضة," 101,000.00 "," 15,807,348.00 ", 8.00 ,Saudi Arabia (SA),Entertainment,2018, -   ," 4,964.00 ", 1.00 , 11.00 , -   , -   ," 2,570,588.00 "," 5,200,186.00 "," 2,099,909.00 "," 1,989,839.00 "," 3,214,564.00 "," 605,183.00 "," 127,079.00 ", -   , -   ," 21,203.00 "," 32,397.00 "," 13,400.00 "," 10,900.00 "," 21,800.00 "," 1,300.00 ", -   
1531,Ibrahimalrwili," 101,000.00 "," 590,303.00 ", 22.00 ,Saudi Arabia (SA),People & Blogs,2013, -   ," 2,955.00 ", 1.00 , 6.00 ," 3,364,214.00 "," 1,331,784.00 "," 471,594.00 "," 135,996.00 "," 49,921.00 "," 4,024,650.00 "," 29,281.00 "," 108,086.00 "," 67,265.00 "," 41,834.00 "," 40,228.00 "," 17,472.00 ", 466.00 , 100.00 ," 3,100.00 "," 1,000.00 "," 1,000.00 ", -   
1532,لقطات Cn مينا المحذوفة," 101,000.00 "," 34,252,733.00 ", 550.00 ,Saudi Arabia (SA),Film & Animation,2013, -   ," 163,740.00 ", 61.00 , 368.00 , -   , -   ," 29,664,308.00 "," 4,588,425.00 ", -   , -   , -   , -   , -   , -   , -   ," 91,105.00 "," 9,895.00 ", -   , -   , -   , -   , -   
1533,I Tech Tube," 101,000.00 "," 10,968,839.00 ", 678.00 ,Saudi Arabia (SA),Howto & Style,2017, -   ," 11,327.00 ", 4.00 , 25.00 , -   ," 3,431,254.00 "," 2,694,098.00 "," 2,042,352.00 "," 843,992.00 "," 1,103,023.00 "," 619,652.00 "," 292,410.00 "," 57,942.00 ", -   ," 46,693.00 "," 25,421.00 "," 15,986.00 "," 5,700.00 "," 6,000.00 "," 1,200.00 "," 1,000.00 "," 1,000.00 "
1534,Hậu Trường Show," 100,000.00 ", -   , -   ,Saudi Arabia (SA),People & Blogs,2018, -   , -   , -   , -   , -   , -   ," 6,376.00 "," 22,774,825.00 "," 13,113,988.00 "," 3,284,488.00 "," 1,188,295.00 "," 7,571,020.00 ", -   , -   , -   , -   ," 85,300.00 "," 5,500.00 "," 10,200.00 ", -   ," 1,000.00 ", -   
1535,مسلسل ريح مجنونة   Bir Deli Rüzgar," 101,000.00 "," 15,161,938.00 ", 70.00 ,Saudi Arabia (SA),general,2024," 3,200.00 "," 637,853.00 ", 239.00 ," 1,440.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 15,161,938.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 101,000.00 "
1536,Ali Alkalthmi علي الكلثمي," 100,000.00 "," 1,420,795.00 ", 38.00 ,Saudi Arabia (SA),Comedy,2011, -   , 378.00 , -   , -   , -   , -   ," 1,040,641.00 "," 276,727.00 "," 66,779.00 "," 17,889.00 "," 15,944.00 "," 8,402.00 "," 30,191.00 ", -   , -   ," 104,261.00 ", 261.00 ," 1,000.00 "," 1,000.00 ", -   ," 1,000.00 "," 1,000.00 "
1537,Top Toc توب توك," 100,000.00 "," 8,015,038.00 ", 112.00 ,Saudi Arabia (SA),Entertainment,2017, -   ," 6,077.00 ", 2.00 , 13.00 , -   ," 949,860.00 "," 934,638.00 "," 4,587,892.00 "," 2,018,452.00 "," 797,530.00 "," 380,060.00 "," 239,035.00 "," 454,917.00 ", -   , -   ," 24,766.00 "," 50,534.00 "," 17,300.00 "," 92,600.00 "," 101,000.00 ", -   ," 1,000.00 "
1538,Sami   S7," 100,000.00 ", -   , -   ,Saudi Arabia (SA),Autos & Vehicles,2012, -   , -   , -   , -   , -   ," 3,093,030.00 "," 757,013.00 "," 564,410.00 "," 234,201.00 "," 4,648,654.00 "," 3,914,592.00 "," 3,911,402.00 "," 3,190.00 ", -   ," 49,957.00 "," 5,553.00 "," 10,990.00 "," 8,100.00 "," 27,400.00 "," 1,000.00 ", -   ," 1,000.00 "
1539,عبدالله الحربي," 100,000.00 "," 21,441,425.00 ", 613.00 ,Saudi Arabia (SA),Comedy,2013, -   ," 73,365.00 ", 27.00 , 165.00 , -   ," 866,873.00 "," 334,937.00 "," 641,200.00 "," 4,746,607.00 "," 5,937,547.00 "," 5,146,381.00 "," 2,542,451.00 "," 1,225,429.00 ", -   ," 8,981.00 "," 3,264.00 "," 2,255.00 "," 32,200.00 "," 28,000.00 "," 18,000.00 "," 5,800.00 "," 1,500.00 "
1540,Faycel Sghir Fans," 99,800.00 "," 10,625,551.00 ", 55.00 ,Saudi Arabia (SA),Music,2009, 100.00 ," 22,824.00 ", 8.00 , 51.00 , -   ," 355,991.00 "," 514,654.00 "," 1,867,773.00 "," 66,981.00 "," 4,930,981.00 "," 1,001,589.00 "," 1,344,174.00 "," 543,408.00 ", -   ," 4,661.00 "," 4,661.00 ", -   , -   , -   ," 91,500.00 "," 6,300.00 "," 2,000.00 "
1541,عقلك قوتك," 99,800.00 "," 3,720,380.00 ", 77.00 ,Saudi Arabia (SA),Entertainment,2015, 200.00 ," 8,627.00 ", 3.00 , 19.00 ," 160,323.00 "," 601,976.00 "," 288,421.00 "," 238,011.00 "," 124,733.00 "," 560,622.00 "," 1,089,180.00 "," 460,477.00 "," 196,637.00 "," 7,585.00 "," 15,300.00 "," 4,796.00 "," 2,719.00 "," 10,000.00 "," 17,700.00 "," 29,600.00 "," 8,800.00 "," 3,300.00 "
1542,Hello Dude," 99,900.00 "," 53,897,225.00 ", 802.00 ,Saudi Arabia (SA),Entertainment,2017," 2,600.00 "," 1,172,282.00 ", 439.00 ," 2,640.00 ", -   ," 208,938.00 "," 7,252.00 "," 166,633.00 "," 5,781.00 "," 639,431.00 "," 18,517,847.00 "," 24,326,052.00 "," 10,373,061.00 ", -   ," 1,995.00 "," 1,995.00 ", -   ," 36,500.00 ", -   ," 17,500.00 "," 33,700.00 "," 12,200.00 "
1543,Basem Ali Deeb," 99,800.00 ", -   , -   ,Saudi Arabia (SA),Howto & Style,2016, -   , -   , -   , -   , -   , -   ," 6,844,143.00 "," 1,355,019.00 "," 998,045.00 "," 626,540.00 "," 9,823,747.00 ", -   , -   , -   , -   ," 70,095.00 "," 12,905.00 "," 10,400.00 "," 6,000.00 "," 1,600.00 "," 1,000.00 ", 200.00 
1544,الحج 1438 هـ," 99,700.00 "," 12,487,540.00 ", 66.00 ,Saudi Arabia (SA),Nonprofits & Activism,2017, -   ," 19,861.00 ", 7.00 , 44.00 , -   , -   ," 8,765,969.00 "," 897,937.00 "," 335,415.00 "," 217,690.00 "," 231,576.00 "," 1,489,334.00 "," 549,619.00 ", -   , -   ," 98,445.00 ", 955.00 , 400.00 , 800.00 , 600.00 ," 1,600.00 ", 500.00 
1545,Fadi Football," 99,700.00 "," 32,816,865.00 ", 87.00 ,Saudi Arabia (SA),Pets & Animals,2024," 14,900.00 "," 7,709,666.00 "," 2,890.00 "," 17,300.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 32,816,865.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 99,700.00 "
1546,عيال ابو عريش," 99,600.00 "," 20,104,416.00 ", 20.00 ,Saudi Arabia (SA),People & Blogs,2014, -   ," 9,090.00 ", 3.00 , 20.00 , -   ," 2,090,920.00 "," 4,638,348.00 "," 7,738,239.00 "," 3,200,261.00 "," 868,061.00 "," 1,174,455.00 "," 185,038.00 "," 209,094.00 ", -   ," 16,625.00 "," 30,469.00 "," 47,094.00 ", -   , -   ," 98,900.00 ", 100.00 , 600.00 
1547,7 Predators," 99,500.00 "," 25,714,874.00 ", 55.00 ,Saudi Arabia (SA),Pets & Animals,2013, 100.00 ," 35,776.00 ", 13.00 , 80.00 , -   , -   , -   , -   , -   , -   , -   ," 25,138,860.00 "," 576,014.00 ", -   , -   , -   , -   , -   , -   , -   ," 98,600.00 ", 900.00 
1548,المنشدة ام ريام المحمداوية," 99,600.00 "," 18,563,811.00 ", 350.00 ,Saudi Arabia (SA),People & Blogs,2017, 300.00 ," 132,725.00 ", 49.00 , 298.00 , -   , -   ," 3,140,780.00 "," 7,391,389.00 "," 585,910.00 "," 2,251,876.00 "," 1,191,583.00 "," 1,854,876.00 "," 3,319,217.00 ", -   , -   ," 22,317.00 "," 34,083.00 "," 7,600.00 "," 10,700.00 "," 6,000.00 "," 6,900.00 "," 12,000.00 "
1549,Ksa Traveller Amair," 99,500.00 "," 217,565.00 ", 190.00 ,Saudi Arabia (SA),general,2012, 100.00 ," 167,336.00 ", 62.00 , 376.00 , -   , -   , -   , -   , -   , -   , -   ," 160,966.00 "," 56,599.00 ", -   , -   , -   , -   , -   , -   , -   ," 101,000.00 "," 1,500.00 "
1550,Spider Channel  Mp3 العنكبوت للاغاني السودانية ," 99,000.00 "," 44,141,498.00 "," 5,081.00 ",Saudi Arabia (SA),Music,2017," 1,200.00 "," 486,368.00 ", 182.00 ," 1,090.00 ", -   , -   , -   , -   , -   , -   , -   ," 36,195,530.00 "," 7,945,968.00 ", -   , -   , -   , -   , -   , -   , -   ," 84,700.00 "," 14,300.00 "
1551,سهام تركي Siham," 98,700.00 ", -   , -   ,Saudi Arabia (SA),People & Blogs,2015, -   , -   , -   , -   , -   , -   ," 37,497.00 "," 2,685,763.00 "," 2,723,260.00 ", 475.00 ," 214,037.00 "," 212,256.00 "," 2,256.00 ", -   , -   , -   , -   , -   ," 100,000.00 ", 700.00 , 100.00 , 700.00 
1552,Moudy مودي," 98,600.00 ", -   , -   ,Saudi Arabia (SA),Gaming,2016, (100.00), -   , -   , -   , -   ," 4,232,560.00 "," 4,338,243.00 "," 8,528,819.00 "," 41,984.00 ", -   , -   , -   , -   , -   ," 62,942.00 "," 62,942.00 ", -   , -   , -   ," 100,000.00 ", 600.00 , 800.00 
1553,الصارم," 98,600.00 "," 11,618.00 ", 1.00 ,Saudi Arabia (SA),Gaming,2016, -   , 1.00 , -   , -   , -   ," 5,966,349.00 "," 8,071,093.00 "," 14,037,067.00 ", 375.00 ," 11,140.00 ", 347.00 , 101.00 , 30.00 , -   ," 55,340.00 "," 51,452.00 ", 208.00 ," 3,000.00 "," 2,000.00 "," 2,000.00 ", 600.00 , 800.00 
1554,اون لاين الرياضية," 98,600.00 "," 2,166,077.00 ", 760.00 ,Saudi Arabia (SA),Sports,2017, 200.00 ," 45,195.00 ", 16.00 , 101.00 , -   , -   ," 2,774.00 "," 13,978.00 "," 10,135.00 "," 867,967.00 "," 688,460.00 "," 57,770.00 "," 524,993.00 ", -   , -   , -   , -   , -   , -   ," 95,400.00 ", -   ," 3,200.00 "
