,profile_name, subscriber , view , video ,country,category,since, last_subscriber_30 , last_view_30 , min_month_earnings , max_month_earnings , 2016_views , 2017_views , 2018_views , 2019_views , 2020_views , 2021_views , 2022_views , 2023_views , 2024_views , 2016_subscribers , 2017_subscribers , 2018_subscribers , 2019_subscribers , 2020_subscribers , 2021_subscribers , 2022_subscribers , 2023_subscribers , 2024_subscribers 
13,Mbc1," 9,960,000.00 "," 7,902,262,149.00 "," 61,626.00 ",Saudi Arabia (SA),Entertainment,2015," 50,000.00 "," 36,712,322.00 "," 13,800.00 "," 82,600.00 ", -   ," 270,350,758.00 "," 395,617,518.00 "," 805,179,875.00 "," 931,534,795.00 "," 1,883,518,027.00 "," 1,492,012,677.00 "," 1,062,207,541.00 "," 1,061,840,958.00 ", -   ," 474,651.00 "," 949,764.00 "," 1,315,585.00 "," 1,510,000.00 "," 1,810,000.00 "," 1,220,000.00 "," 1,230,000.00 "," 1,450,000.00 "
14,Monti مونتي," 9,970,000.00 "," 1,769,138,569.00 ", 638.00 ,Saudi Arabia (SA),Entertainment,2021," 80,000.00 "," 11,749,484.00 "," 4,410.00 "," 26,400.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 1,769,138,569.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9,970,000.00 "
15, Ossy Marwah I اوسي مروة," 9,590,000.00 "," 1,085,551,462.00 ", 286.00 ,Saudi Arabia (SA),People & Blogs,2019," 840,000.00 "," 44,986,685.00 "," 16,900.00 "," 101,000.00 ", -   , -   , -   ," 34,254,856.00 "," 121,877,878.00 "," 229,537,967.00 "," 152,652,764.00 "," 201,728,262.00 "," 345,499,735.00 ", -   , -   , -   ," 870,000.00 "," 1,530,000.00 "," 1,950,000.00 "," 1,440,000.00 "," 1,120,000.00 "," 2,680,000.00 "
16,انيينكم | Aninnkm," 9,610,000.00 "," 1,959,113,517.00 ", 655.00 ,Saudi Arabia (SA),People & Blogs,2015," 130,000.00 "," 29,739,196.00 "," 11,200.00 "," 66,900.00 "," 76,535,486.00 "," 127,711,969.00 "," 159,207,822.00 "," 176,839,337.00 "," 126,720,990.00 "," 170,306,907.00 "," 117,957,037.00 "," 409,774,070.00 "," 594,059,899.00 "," 987,215.00 "," 941,028.00 "," 986,097.00 "," 1,035,660.00 "," 820,000.00 "," 680,000.00 "," 260,000.00 "," 1,820,000.00 "," 2,080,000.00 "
17,123 Go! Arabic," 9,530,000.00 "," 4,391,650,447.00 ", 866.00 ,Saudi Arabia (SA),People & Blogs,2019," 20,000.00 "," 8,728,050.00 "," 3,270.00 "," 19,600.00 ", -   , -   , -   ," 618,382,528.00 "," 1,606,784,800.00 "," 894,418,690.00 "," 749,700,803.00 "," 341,088,104.00 "," 181,275,522.00 ", -   , -   , -   ," 2,250,000.00 "," 3,680,000.00 "," 1,620,000.00 "," 1,200,000.00 "," 460,000.00 "," 320,000.00 "
18,محمد عدنان Mohamad Adnan," 9,400,000.00 "," 1,037,709,509.00 ", 375.00 ,Saudi Arabia (SA),Sports,2020," 150,000.00 "," 22,123,135.00 "," 8,300.00 "," 49,800.00 ", -   , -   , -   , -   , -   ," 185,459,417.00 "," 380,081,535.00 "," 264,358,985.00 "," 207,809,572.00 ", -   , -   , -   , -   , -   ," 2,480,000.00 "," 3,870,000.00 "," 1,850,000.00 "," 1,200,000.00 "
19,عصومي ووليد   Assomi & Waleed," 9,360,000.00 "," 2,169,896,065.00 ", 560.00 ,Saudi Arabia (SA),Entertainment,2016," 20,000.00 "," 9,700,367.00 "," 3,640.00 "," 21,800.00 ", -   ," 134,078,713.00 "," 153,031,208.00 "," 121,329,944.00 "," 297,050,873.00 "," 717,406,970.00 "," 372,891,137.00 "," 202,305,928.00 "," 171,801,292.00 ", -   ," 939,003.00 "," 934,368.00 "," 856,629.00 "," 1,940,000.00 "," 3,070,000.00 "," 890,000.00 "," 360,000.00 "," 370,000.00 "
20,هل تعلم؟," 9,290,000.00 "," 1,125,980,812.00 "," 2,753.00 ",Saudi Arabia (SA),Education,2015," 10,000.00 "," 2,786,208.00 "," 1,040.00 "," 6,270.00 "," 206,338,732.00 "," 362,187,716.00 "," 179,974,226.00 "," 180,192,082.00 "," 133,971,254.00 "," 152,099,212.00 "," 72,386,158.00 "," 58,883,265.00 "," 47,890,675.00 "," 2,111,507.00 "," 2,358,462.00 "," 1,883,641.00 "," 1,226,390.00 "," 270,000.00 "," 870,000.00 "," 290,000.00 "," 130,000.00 "," 150,000.00 "
21,انت تستطيع," 9,280,000.00 "," 5,123,298,669.00 ", 929.00 ,Saudi Arabia (SA),Entertainment,2019," 70,000.00 "," 45,299,232.00 "," 17,000.00 "," 102,000.00 ", -   , -   , -   , -   , -   ," 1,169,842,159.00 "," 1,263,701,557.00 "," 1,570,905,872.00 "," 1,118,849,081.00 ", -   , -   , -   , -   , -   ," 3,760,000.00 "," 1,730,000.00 "," 2,150,000.00 "," 1,640,000.00 "
22,Baby Bus Arabic Tv   أغاني أطفال ورسوم متحركة," 9,150,000.00 "," 5,347,968,641.00 "," 1,102.00 ",Saudi Arabia (SA),Education,2017," 30,000.00 "," 28,972,648.00 "," 10,900.00 "," 65,200.00 ", -   ," 6,760,764.00 "," 29,027,423.00 "," 362,172,461.00 "," 996,198,482.00 "," 1,720,247,828.00 "," 919,753,423.00 "," 644,698,403.00 "," 669,109,857.00 ", -   ," 4,360.00 "," 65,502.00 "," 1,620,138.00 "," 2,100,000.00 "," 2,530,000.00 "," 1,280,000.00 "," 730,000.00 "," 820,000.00 "
23,Cartoons For Kids," 9,060,000.00 "," 3,468,376,064.00 "," 2,665.00 ",Saudi Arabia (SA),People & Blogs,2017," 10,000.00 "," 7,508,289.00 "," 2,820.00 "," 16,900.00 ", -   ," 175,702,686.00 "," 1,611,298,516.00 "," 730,964,156.00 "," 401,943,386.00 "," 1,419,750,706.00 "," 1,733,232,425.00 "," 113,627,032.00 "," 121,358,569.00 ", -   ," 365,268.00 "," 4,470,092.00 "," 2,234,640.00 "," 850,000.00 "," 600,000.00 "," 290,000.00 "," 120,000.00 "," 130,000.00 "
24,S7 S," 9,050,000.00 "," 1,988,058,575.00 ", 636.00 ,Saudi Arabia (SA),Entertainment,2006," 30,000.00 "," 14,054,125.00 "," 5,270.00 "," 31,600.00 ", -   ," 392,279.00 "," 136,139,500.00 "," 305,123,645.00 "," 431,988,490.00 "," 315,063,083.00 "," 297,083,910.00 "," 251,846,618.00 "," 250,421,050.00 ", -   ," 29,897.00 "," 1,540,462.00 "," 1,949,641.00 "," 2,240,000.00 "," 1,420,000.00 "," 840,000.00 "," 480,000.00 "," 550,000.00 "
25,صالح   O Pii Lz," 8,940,000.00 "," 2,628,205,984.00 "," 1,709.00 ",Saudi Arabia (SA),Gaming,2011," 80,000.00 "," 24,434,215.00 "," 9,160.00 "," 55,000.00 ", -   ," 68,807,629.00 "," 210,631,271.00 "," 325,781,906.00 "," 85,443,090.00 "," 889,394,928.00 "," 411,555,117.00 "," 320,579,501.00 "," 316,012,542.00 ", -   ," 652,376.00 "," 1,407,994.00 "," 1,259,630.00 "," 270,000.00 "," 2,500,000.00 "," 840,000.00 "," 710,000.00 "," 1,300,000.00 "
26,متع عقلك," 8,880,000.00 "," 1,565,495,127.00 "," 3,108.00 ",Saudi Arabia (SA),Entertainment,2014, -   ," 1,081,721.00 ", 405.00 ," 2,430.00 "," 512,117,615.00 "," 384,926,256.00 "," 99,269,358.00 "," 285,730,349.00 "," 35,301,742.00 "," 147,162,064.00 "," 52,753,470.00 "," 26,357,629.00 "," 21,876,644.00 "," 2,445,826.00 "," 1,414,035.00 "," 1,693,340.00 "," 1,866,799.00 "," 680,000.00 "," 440,000.00 "," 250,000.00 "," 40,000.00 "," 50,000.00 "
27,The Saudi Reporters | سعودي ريبورترز," 8,880,000.00 "," 1,765,766,745.00 ", 403.00 ,Saudi Arabia (SA),Comedy,2010," 10,000.00 "," 4,053,913.00 "," 1,520.00 "," 9,120.00 "," 254,875,300.00 "," 220,557,767.00 "," 230,224,531.00 "," 215,016,777.00 "," 227,082,021.00 "," 253,618,149.00 "," 183,009,323.00 "," 81,665,595.00 "," 99,717,282.00 "," 2,030,053.00 "," 1,336,684.00 "," 1,189,186.00 "," 984,077.00 "," 1,230,000.00 "," 1,090,000.00 "," 690,000.00 "," 140,000.00 "," 190,000.00 "
28,توبز Topz," 8,400,000.00 "," 1,107,446,259.00 ", 654.00 ,Saudi Arabia (SA),Entertainment,2012," 40,000.00 "," 8,865,797.00 "," 3,320.00 "," 19,900.00 "," 6,034,432.00 "," 33,592,378.00 "," 86,420,970.00 "," 124,842,167.00 "," 173,429,946.00 "," 210,726,819.00 "," 104,678,486.00 "," 202,951,555.00 "," 164,769,506.00 "," 183,194.00 "," 582,185.00 "," 1,145,591.00 "," 1,229,030.00 "," 1,670,000.00 "," 1,640,000.00 "," 510,000.00 "," 680,000.00 "," 760,000.00 "
29,قناة الشيخ كشك," 8,190,000.00 "," 1,736,993,431.00 "," 4,312.00 ",Saudi Arabia (SA),Entertainment,2010," 20,000.00 "," 3,063,299.00 "," 1,150.00 "," 6,890.00 "," 333,346,799.00 "," 253,869,666.00 "," 272,704,122.00 "," 218,366,499.00 "," 113,417,885.00 "," 180,905,842.00 "," 181,886,441.00 "," 127,226,306.00 "," 55,269,871.00 "," 936,546.00 "," 800,716.00 "," 1,804,838.00 "," 1,407,900.00 "," 710,000.00 "," 970,000.00 "," 750,000.00 "," 430,000.00 "," 380,000.00 "
30,عمر عبدالرحمن | Omar Abdulrahman," 8,020,000.00 "," 1,255,299,696.00 ", 515.00 ,Saudi Arabia (SA),Entertainment,2012," 190,000.00 "," 32,469,111.00 "," 12,200.00 "," 73,100.00 "," 9,167,470.00 "," 26,372,518.00 "," 78,562,349.00 "," 120,121,299.00 "," 87,823,005.00 "," 233,200,312.00 "," 144,587,119.00 "," 244,598,541.00 "," 310,867,083.00 "," 262,928.00 "," 463,067.00 "," 997,484.00 "," 1,056,521.00 "," 580,000.00 "," 1,500,000.00 "," 630,000.00 "," 870,000.00 "," 1,660,000.00 "
31,Saud Brothers," 7,870,000.00 "," 1,656,625,291.00 ", 202.00 ,Saudi Arabia (SA),People & Blogs,2017," 10,000.00 "," 5,551,110.00 "," 2,080.00 "," 12,500.00 ", -   ," 42,165,455.00 "," 72,791,772.00 "," 205,498,768.00 "," 312,224,817.00 "," 228,917,630.00 "," 434,188,426.00 "," 260,375,478.00 "," 100,462,945.00 ", -   ," 529,903.00 "," 624,654.00 "," 1,655,443.00 "," 1,760,000.00 "," 1,050,000.00 "," 1,380,000.00 "," 610,000.00 "," 260,000.00 "
32,معلومة فى كتاب," 7,860,000.00 "," 1,115,180,251.00 ", 618.00 ,Saudi Arabia (SA),Entertainment,2013," 10,000.00 "," 1,943,350.00 ", 728.00 ," 4,370.00 ", -   ," 115,593,320.00 "," 196,398,998.00 "," 53,130,429.00 "," 192,844,088.00 "," 334,764,182.00 "," 119,416,951.00 "," 67,068,221.00 "," 35,964,062.00 ", -   ," 592,063.00 "," 1,335,133.00 "," 1,402,804.00 "," 1,530,000.00 "," 2,070,000.00 "," 480,000.00 "," 290,000.00 "," 160,000.00 "
33,D7oomy 999 | دحومي٩٩٩," 7,760,000.00 "," 1,019,833,627.00 "," 1,188.00 ",Saudi Arabia (SA),Gaming,2008," 50,000.00 "," 6,127,994.00 "," 2,300.00 "," 13,800.00 "," 442,603,843.00 "," 136,610,447.00 "," 74,703,874.00 "," 76,641,736.00 "," 30,883,738.00 "," 142,112,541.00 "," 32,664,339.00 "," 29,812,479.00 "," 53,800,630.00 "," 2,633,408.00 "," 967,321.00 "," 567,295.00 "," 741,976.00 "," 220,000.00 "," 1,240,000.00 "," 530,000.00 "," 160,000.00 "," 700,000.00 "
34,عصابة بدر Badr Family," 7,480,000.00 "," 3,231,787,860.00 "," 1,010.00 ",Saudi Arabia (SA),People & Blogs,2015," 10,000.00 "," 3,840,440.00 "," 1,440.00 "," 8,640.00 ", -   , -   ," 418,007,286.00 "," 582,269,773.00 "," 634,123,566.00 "," 961,345,301.00 "," 292,406,753.00 "," 252,033,718.00 "," 91,601,463.00 ", -   , -   ," 1,911,863.00 "," 1,888,137.00 "," 1,350,000.00 "," 1,710,000.00 "," 350,000.00 "," 180,000.00 "," 90,000.00 "
35,Lolo 7 لولو," 7,340,000.00 "," 923,510,147.00 ", 780.00 ,Saudi Arabia (SA),People & Blogs,2016," 20,000.00 "," 2,291,071.00 ", 859.00 ," 5,150.00 "," 1,191,240.00 "," 125,586,159.00 "," 270,362,046.00 "," 230,794,676.00 "," 251,609,071.00 "," 300,867,565.00 "," 100,352,822.00 "," 63,802,513.00 "," 40,533,407.00 "," 8,918.00 "," 568,637.00 "," 577,555.00 ", -   , -   , -   ," 6,580,000.00 "," 430,000.00 "," 330,000.00 "
36,Powr Suhaib," 7,300,000.00 "," 1,234,561,703.00 "," 1,104.00 ",Saudi Arabia (SA),Gaming,2015," 50,000.00 "," 23,480,317.00 ", -   ," 8,810.00 ", -   , -   , -   , -   , -   ," 298,320,015.00 "," 301,763,490.00 "," 322,810,273.00 "," 311,667,925.00 ", -   , -   , -   , -   , -   ," 1,330,000.00 "," 960,000.00 "," 2,310,000.00 "," 2,700,000.00 "
37,F Fear F Ful," 6,890,000.00 "," 1,071,981,406.00 ", 615.00 ,Saudi Arabia (SA),Gaming,2012," 50,000.00 "," 8,570,991.00 "," 3,210.00 "," 19,300.00 ", -   , -   , -   ," 162,698,660.00 "," 209,577,577.00 "," 144,019,109.00 "," 138,870,817.00 "," 239,162,057.00 "," 177,653,186.00 ", -   , -   , -   ," 1,500,000.00 "," 1,140,000.00 "," 690,000.00 "," 730,000.00 "," 1,610,000.00 "," 1,220,000.00 "
38,Yousef Ahmed," 6,870,000.00 "," 407,538,578.00 ", 643.00 ,Saudi Arabia (SA),Entertainment,2014," 20,000.00 "," 4,691,569.00 "," 1,760.00 "," 10,600.00 "," 15,203,486.00 "," 121,488,219.00 "," 143,670,836.00 "," 245,193,947.00 "," 178,472,378.00 "," 375,020,569.00 "," 32,767,008.00 "," 25,562,822.00 "," 20,200,451.00 "," 453,696.00 "," 1,153,531.00 "," 1,508,618.00 "," 1,574,155.00 "," 880,000.00 "," 1,070,000.00 "," 100,000.00 "," 50,000.00 "," 80,000.00 "
39,دستور Dstor I," 6,860,000.00 "," 1,012,463,342.00 ", 374.00 ,Saudi Arabia (SA),Entertainment,2012, -   ," 1,460,375.00 ", -   , 547.00 ," 16,573,286.00 "," 78,562,421.00 "," 248,883,661.00 "," 285,725,455.00 "," 177,263,484.00 "," 123,236,038.00 "," 61,702,054.00 "," 11,017,065.00 "," 9,499,878.00 "," 323,378.00 "," 930,071.00 "," 1,880,724.00 "," 1,925,827.00 "," 840,000.00 "," 600,000.00 "," 260,000.00 "," 80,000.00 "," 20,000.00 "
40,أسرار لم تكن تعرفها," 6,820,000.00 "," 1,302,730,758.00 ", 841.00 ,Saudi Arabia (SA),Education,2015, -   ," 993,423.00 ", 372.00 ," 2,240.00 "," 7,376,197.00 "," 157,550,448.00 "," 423,010,268.00 "," 342,067,275.00 "," 138,674,120.00 "," 148,416,804.00 "," 44,150,765.00 "," 18,088,544.00 "," 23,396,337.00 "," 72,249.00 "," 776,374.00 "," 2,353,981.00 "," 2,207,396.00 "," 640,000.00 "," 560,000.00 "," 130,000.00 "," 20,000.00 "," 60,000.00 "
41,Talin Tube Family   عائلة تالين تيوب," 6,770,000.00 "," 2,610,056,229.00 ", 900.00 ,Saudi Arabia (SA),Entertainment,2019," 50,000.00 "," 32,997,951.00 "," 12,400.00 "," 74,200.00 ", -   , -   , -   ," 51,156,395.00 "," 214,958,468.00 "," 582,246,505.00 "," 577,666,797.00 "," 584,172,448.00 "," 599,855,616.00 ", -   , -   , -   ," 417,000.00 "," 1,093,000.00 "," 2,040,000.00 "," 1,140,000.00 "," 1,000,000.00 "," 1,080,000.00 "
42,Mbc The Voice," 6,700,000.00 "," 4,422,971,202.00 "," 1,666.00 ",Saudi Arabia (SA),Entertainment,2012," 10,000.00 "," 11,925,557.00 "," 4,470.00 "," 26,800.00 "," 1,102,337,530.00 "," 311,776,105.00 "," 890,136,664.00 "," 638,196,044.00 "," 409,002,579.00 "," 609,850,821.00 "," 176,511,018.00 "," 135,412,462.00 "," 149,747,979.00 "," 2,211,497.00 "," 306,460.00 "," 1,378,899.00 "," 1,013,144.00 "," 550,000.00 "," 820,000.00 "," 230,000.00 "," 100,000.00 "," 90,000.00 "
43,حول العالم !؟," 6,590,000.00 "," 785,792,826.00 ", 564.00 ,Saudi Arabia (SA),Entertainment,2015, -   ," 176,618.00 ", 66.00 , 397.00 ," 41,031,834.00 "," 421,216,923.00 "," 417,925,464.00 "," 179,016,912.00 "," 41,752,409.00 "," 20,260,268.00 "," 15,596,081.00 "," 4,085,237.00 "," 2,941,522.00 "," 303,070.00 "," 1,855,739.00 "," 3,220,465.00 "," 960,726.00 "," 200,000.00 "," 80,000.00 "," 20,000.00 "," 30,000.00 "," 20,000.00 "
44,Skysoul سكاي سول L," 6,360,000.00 "," 1,390,445,921.00 ", 579.00 ,Saudi Arabia (SA),People & Blogs,2016," 20,000.00 "," 6,460,592.00 "," 2,420.00 "," 14,500.00 ", -   ," 23,217,517.00 "," 251,402,179.00 "," 758,689,478.00 "," 792,645,345.00 "," 655,299,382.00 "," 95,278,733.00 "," 1,293,481,428.00 "," 297,952,181.00 ", -   ," 212,625.00 "," 803,588.00 "," 2,043,787.00 "," 1,680,000.00 "," 1,010,000.00 "," 280,000.00 "," 100,000.00 "," 230,000.00 "
45,دوباميكافين Dupamicaffeine," 6,300,000.00 "," 209,575,479.00 ", 109.00 ,Saudi Arabia (SA),People & Blogs,2019," 80,000.00 "," 3,411,713.00 "," 1,280.00 "," 7,680.00 ", -   , -   , -   , -   , -   , -   ," 71,772,963.00 "," 82,209,366.00 "," 55,593,150.00 ", -   , -   , -   , -   , -   , -   ," 2,580,000.00 "," 2,340,000.00 "," 1,380,000.00 "
46,نايف&نواف /Naif.Nawaf," 6,280,000.00 "," 2,891,430,477.00 ", 762.00 ,Saudi Arabia (SA),People & Blogs,2017," 50,000.00 "," 21,436,804.00 "," 8,039.00 "," 48,200.00 ", -   , -   ," 263,959,140.00 "," 717,555,036.00 "," 317,244,988.00 "," 544,525,543.00 "," 512,174,188.00 "," 251,389,387.00 "," 284,582,195.00 ", -   , -   ," 811,729.00 "," 1,938,271.00 "," 700,000.00 "," 890,000.00 "," 770,000.00 "," 410,000.00 "," 760,000.00 "
47,اغرب," 6,220,000.00 "," 1,016,078,177.00 "," 1,661.00 ",Saudi Arabia (SA),Entertainment,2014," 10,000.00 "," 1,604,451.00 ", 601.00 ," 3,610.00 "," 118,264,358.00 "," 193,510,155.00 "," 267,300,708.00 "," 110,518,648.00 "," 116,442,829.00 "," 122,043,929.00 "," 39,372,133.00 "," 22,116,601.00 "," 26,508,816.00 "," 791,639.00 "," 1,084,502.00 "," 1,956,683.00 "," 1,037,176.00 "," 530,000.00 "," 540,000.00 "," 140,000.00 "," 50,000.00 "," 90,000.00 "
48,سيد Sayed I," 5,930,000.00 "," 971,518,726.00 "," 2,053.00 ",Saudi Arabia (SA),Gaming,2013," 30,000.00 "," 5,590,587.00 "," 2,100.00 "," 12,600.00 ", -   ," 19,680,283.00 "," 58,171,842.00 "," 54,878,689.00 "," 361,398,065.00 "," 228,666,386.00 "," 127,564,485.00 "," 92,536,599.00 "," 28,622,377.00 ", -   ," 247,347.00 "," 795,761.00 "," 1,006,892.00 "," 1,900,000.00 "," 1,230,000.00 "," 260,000.00 "," 140,000.00 "," 350,000.00 "
49,Super Family," 5,890,000.00 "," 2,085,772,266.00 ", 342.00 ,Saudi Arabia (SA),Entertainment,2019," 20,000.00 "," 10,434,983.00 "," 3,910.00 "," 23,500.00 ", -   , -   , -   ," 25,991,707.00 "," 229,725,129.00 "," 601,784,555.00 "," 405,098,424.00 "," 499,140,591.00 "," 324,031,860.00 ", -   , -   , -   ," 347,000.00 "," 1,353,000.00 "," 2,010,000.00 "," 730,000.00 "," 830,000.00 "," 620,000.00 "
50,عائلة فيحان," 5,860,000.00 "," 4,810,957,850.00 ", 806.00 ,Saudi Arabia (SA),People & Blogs,2013, -   ," 3,251,409.00 "," 1,220.00 "," 7,320.00 "," 9,075,414.00 "," 592,901,153.00 "," 1,901,542,078.00 "," 961,124,107.00 "," 574,113,645.00 "," 411,599,722.00 "," 222,701,398.00 "," 87,828,128.00 "," 50,072,205.00 "," 87,577.00 "," 1,299,112.00 "," 2,455,743.00 "," 1,067,568.00 "," 470,000.00 "," 280,000.00 "," 120,000.00 "," 50,000.00 "," 30,000.00 "
51,دوله كنتاكي," 5,830,000.00 "," 2,195,174,584.00 ", 907.00 ,Saudi Arabia (SA),People & Blogs,2017," 40,000.00 "," 19,860,202.00 "," 7,450.00 "," 44,700.00 ", -   , -   ," 20,896,612.00 "," 90,404,155.00 "," 291,203,598.00 "," 463,713,403.00 "," 573,632,053.00 "," 415,493,204.00 "," 339,831,559.00 ", -   , -   ," 118,894.00 "," 410,106.00 "," 861,000.00 "," 1,100,000.00 "," 1,070,000.00 "," 1,080,000.00 "," 1,190,000.00 "
52,مستر شنب Mr Mr Sn B2 L ," 5,680,000.00 "," 431,997,606.00 ", 126.00 ,Saudi Arabia (SA),People & Blogs,2012, -   ," 431,997,606.00 "," 162,000.00 "," 972,000.00 "," 252,219,517.00 "," 256,482,426.00 "," 75,167,263.00 "," 2,096,082.00 "," 13,729,984.00 "," 3,072,205.00 "," 254,339.00 "," 529,443.00 "," 139,392,843.00 "," 2,781,546.00 "," 2,052,614.00 "," 634,842.00 "," 210,998.00 "," 70,000.00 "," 10,000.00 "," 50,000.00 "," 20,000.00 "," 10,000.00 "
53,اوكا   Oka," 5,640,000.00 "," 1,239,544,370.00 "," 2,081.00 ",Saudi Arabia (SA),Gaming,2018," 70,000.00 "," 17,298,949.00 "," 6,490.00 "," 38,900.00 ", -   , -   , -   , -   , -   ," 639,211,823.00 "," 186,290,631.00 "," 141,656,675.00 "," 272,385,241.00 ", -   , -   , -   , -   , -   ," 2,580,000.00 "," 370,000.00 "," 660,000.00 "," 2,030,000.00 "
54,Powr E Sports | باور," 5,340,000.00 "," 861,800,392.00 ", 416.00 ,Saudi Arabia (SA),Gaming,2012," 90,000.00 "," 22,528,673.00 "," 8,450.00 "," 50,700.00 ", -   , -   , -   , -   ," 57,915,722.00 "," 71,075,778.00 "," 170,491,395.00 "," 310,807,031.00 "," 251,510,466.00 ", -   , -   , -   , -   ," 924,000.00 "," 476,000.00 "," 1,010,000.00 "," 1,880,000.00 "," 1,050,000.00 "
55,أحداث وحقائق," 5,310,000.00 "," 655,901,700.00 ", 540.00 ,Saudi Arabia (SA),Entertainment,2015," 10,000.00 "," 509,542.00 ", 191.00 ," 1,150.00 "," 46,270,104.00 "," 159,437,803.00 "," 156,541,499.00 "," 93,148,354.00 "," 36,170,043.00 "," 98,088,963.00 "," 39,843,962.00 "," 17,498,360.00 "," 8,902,612.00 "," 442,087.00 "," 1,099,478.00 "," 1,298,449.00 "," 939,986.00 "," 300,000.00 "," 780,000.00 "," 310,000.00 "," 100,000.00 "," 40,000.00 "
56,ڤلوقات راشد | Rashed’s Vlogs," 5,270,000.00 "," 467,862,871.00 ", 197.00 ,Saudi Arabia (SA),People & Blogs,2014, -   ," 38,830.00 ", 14.00 , 87.00 ," 351,426,487.00 "," 209,787,248.00 "," 83,348,250.00 "," 28,765,686.00 "," 20,974,614.00 "," 12,195,104.00 "," 24,669,472.00 "," 657,219,219.00 "," 443,254,173.00 "," 2,807,887.00 "," 1,481,111.00 "," 489,347.00 "," 151,655.00 "," 330,000.00 "," 30,000.00 "," 80,000.00 "," 50,000.00 "," 50,000.00 "
57,Tm Faisal," 5,260,000.00 "," 1,133,686,036.00 "," 1,532.00 ",Saudi Arabia (SA),Gaming,2009," 40,000.00 "," 7,845,980.00 "," 2,940.00 "," 17,700.00 "," 133,892,186.00 "," 102,124,436.00 "," 145,827,552.00 "," 192,539,152.00 "," 134,625,089.00 "," 167,618,683.00 "," 113,579,595.00 "," 71,209,265.00 "," 72,270,078.00 "," 959,786.00 "," 597,523.00 "," 822,383.00 "," 880,308.00 "," 500,000.00 "," 630,000.00 "," 340,000.00 "," 210,000.00 "," 320,000.00 "
58,Saif Shawaf," 5,260,000.00 "," 4,346,741,959.00 ", 521.00 ,Saudi Arabia (SA),Music,2010," 150,000.00 "," 72,205,934.00 "," 27,100.00 "," 162,000.00 ", -   , -   , -   , -   , -   , -   ," 772,753,517.00 "," 2,445,684,249.00 "," 1,128,304,193.00 ", -   , -   , -   , -   , -   , -   ," 913,000.00 "," 2,987,000.00 "," 1,360,000.00 "
59,Ahmed Best," 5,030,000.00 "," 220,779,894.00 ", 56.00 ,Saudi Arabia (SA),general,2021," 70,000.00 "," 6,057,329.00 "," 2,270.00 "," 13,600.00 ", -   , -   , -   , -   , -   , -   , -   ," 175,393,359.00 "," 45,386,535.00 ", -   , -   , -   , -   , -   , -   , -   ," 4,350,000.00 "," 680,000.00 "
60,Garena Free Fire Middle East And Africa   Arabic," 4,940,000.00 "," 710,001,423.00 "," 1,823.00 ",Saudi Arabia (SA),Gaming,2019," 120,000.00 "," 27,701,149.00 "," 10,400.00 "," 62,300.00 ", -   , -   , -   ," 17,294,273.00 "," 61,497,894.00 "," 110,942,770.00 "," 48,434,118.00 "," 53,856,796.00 "," 417,975,572.00 ", -   , -   , -   ," 454,000.00 "," 1,006,000.00 "," 870,000.00 "," 110,000.00 "," 490,000.00 "," 2,010,000.00 "
61,عائلة يزن," 4,920,000.00 "," 2,890,974,867.00 ", 733.00 ,Saudi Arabia (SA),Entertainment,2020," 20,000.00 "," 22,390,270.00 "," 8,400.00 "," 50,400.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 2,890,974,867.00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 4,920,000.00 "
62,Dr. Othman Alkamees   الشيخ الدكتور عثمان الخميس," 4,920,000.00 "," 1,062,081,132.00 "," 42,367.00 ",Saudi Arabia (SA),People & Blogs,2013," 70,000.00 "," 17,511,230.00 "," 6,570.00 "," 39,400.00 ", -   ," 15,489,618.00 "," 16,432,564.00 "," 36,567,226.00 "," 47,989,930.00 "," 132,038,036.00 "," 311,852,028.00 "," 219,904,948.00 "," 281,806,782.00 ", -   ," 70,052.00 "," 118,603.00 "," 165,345.00 "," 221,000.00 "," 465,000.00 "," 1,470,000.00 "," 1,140,000.00 "," 1,270,000.00 "
63,أغاني أطفال   Super Jo Jo ," 4,890,000.00 "," 41,071,934.00 ", 58.00 ,Saudi Arabia (SA),People & Blogs,2020, -   ," 6,857,377,950.00 ", -   ," 2,570,000.00 ", -   , -   , -   , -   ," 32,407,986.00 "," 1,095,435,150.00 "," 809,285,127.00 "," 1,896,056,329.00 ", -   , -   , -   , -   , -   , -   ," 2,930,000.00 "," 1,640,000.00 "," 320,000.00 ", -   
64,تايقر | T1 Gge Er," 4,820,000.00 ", -   , -   ,Saudi Arabia (SA),Entertainment,2013," (10,000.00)", -   , -   , -   ," 60,471,288.00 "," 134,338,950.00 "," 85,400,901.00 "," 70,801,850.00 "," 56,372,798.00 "," 1,159,165.00 "," 408,544,952.00 ", -   , -   ," 790,527.00 "," 1,360,601.00 "," 1,045,804.00 "," 1,103,068.00 "," 590,000.00 "," 60,000.00 "," 60,000.00 "," 30,000.00 "," 40,000.00 "
